,domain,url,urlType,T_totalTweets,T_totalRetweets,T_totalLikes,T_totalReplies,T_span,T_countWeekDay,T_countWeekEnd,T_countMonday,T_countTuesday,T_countWednesday,T_countThursday,T_countFriday,T_countSaturday,T_countSunday,T_avgTimeBetweenTweets,T_avgTimeOfNextTweet,T_timeAbsBin1count0to6,T_timeAbsBin2count6to12,T_timeAbsBin3count12to18,T_timeAbsBin4count18to24,T_timeAbsBin5count24plus,T_avgTweetsPerUniqUser
5784,beforeitsnews.com,http://beforeitsnews.com/press-releases/2015/06/breaking-nasa-administrator-says-area-51-exists-and-ive-been-there-2894310.html,Fake,25,4,3,0,42.51666667,10,15,0,0,0,0,10,2,13,1.771527778,23.26458333,10,1,0,1,13,1.25
5785,beforeitsnews.com,http://beforeitsnews.com/politics/2015/07/obama-has-19-secret-laws-that-you-must-obey-directives-youre-not-allowed-to-see-yet-whats-inside-plus-a-4th-of-july-surprise-2722914.html,Fake,26,13,8,2,16402.35,6,20,2,0,3,0,1,20,0,656.094,2167.274,2,0,0,0,24,1.181818182
5786,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/06/100-proof-something-big-and-bad-is-about-to-happen-what-the-elite-know-that-we-dont-has-just-been-made-public-2470266.html,Fake,33,10,4,4,524.2833333,30,3,1,4,23,2,0,3,0,16.38385417,34.20260417,20,2,3,1,7,1.137931034
5787,beforeitsnews.com,http://beforeitsnews.com/new-world-order/2015/07/new-world-order-website-declares-a-new-society-is-coming-prepare-for-transhumanism-and-augmented-reality-4650.html,Fake,19,18,12,3,5089.166667,2,17,1,1,0,0,0,17,0,282.7314815,692.387037,8,0,0,0,11,1.1875
5788,beforeitsnews.com,http://beforeitsnews.com/paranormal/2015/07/just-released-hybrids-demons-nephilim-the-truth-is-bigger-than-you-ever-imagined-trey-smith-video-2492328.html,Fake,27,6,9,0,1463.683333,26,1,0,11,0,15,0,0,1,56.29551282,465.225641,11,0,0,0,16,1.285714286
5789,beforeitsnews.com,http://beforeitsnews.com/gold-and-precious-metals/2017/12/bitcoin-silliness-ignore-the-roller-coaster-never-sell-3177430.html,Fake,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
5790,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/biggest-crisis-of-a-lifetime-coming-ww3-video-3329780.html,Fake,2,0,0,0,23.53333333,1,1,0,0,0,0,1,1,0,23.53333333,23.53333333,1,0,0,1,0,1
5791,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/police-ems-ordered-to-stand-down-1-hour-during-vegas-shooting-bombshell-clear-evidence-video-2460397.html,Fake,7,6,3,1,35.06666667,6,1,0,0,0,0,6,1,0,5.844444444,11.65555556,4,1,1,0,1,1
5792,beforeitsnews.com,http://beforeitsnews.com/military/2017/10/trump-sends-2nd-aircraft-carrier-to-korean-peninsula-with-7500-marines-aboard-2479688.html,Fake,3,2,3,0,23.63333333,2,1,0,0,0,0,2,1,0,11.81666667,11.91666667,2,0,0,1,0,1
5793,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/us-on-the-brink-of-war-with-north-korea-2468179.html,Fake,2,0,0,0,58.21666667,1,1,1,0,0,0,0,1,0,58.21666667,58.21666667,1,0,0,0,1,1
5794,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/greg-hunter-big-banks-in-big-trouble-syriank-update-trump-tax-cuts-update-video-3329958.html,Fake,2,0,0,0,9.466666667,0,2,0,0,0,0,0,2,0,9.466666667,9.466666667,1,1,0,0,0,1
5795,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/clues-revealed-las-vegas-sheriff-fbi-press-conference-on-mandalay-bay-hotel-shooting-video-2460402.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
5796,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/the-hate-america-death-squad-3329991.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
5797,beforeitsnews.com,http://beforeitsnews.com/obama/2017/10/intel-officer-reveals-how-obama-will-be-first-president-in-history-convicted-of-this-crime-video-2484682.html,Fake,9,1,0,0,28.1,2,7,0,0,0,0,2,5,2,3.5125,17.09791667,3,0,1,3,2,1
5798,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/las-vegas-shooting-did-anyone-notice-this-video-2460410.html,Fake,9,11,14,3,78.63333333,2,7,0,1,0,0,1,5,2,9.829166667,29.02916667,1,1,1,1,5,1.5
5799,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/horrifying-videos-of-las-vegas-shooting-video-2460418.html,Fake,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
5800,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/fbi-scrubbing-all-2nd-shooter-evidence-at-the-las-vegas-massacre-video-2460424.html,Fake,4,3,2,0,93.58333333,3,1,2,0,1,0,0,1,0,31.19444444,63.39444444,1,0,0,0,3,1
5801,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/never-seen-footage-vegas-hiding-under-bleachers-as-gunfire-hits-dnn-video-2460425.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
5802,beforeitsnews.com,http://beforeitsnews.com/economics-and-politics/2017/10/we-the-people-vs-the-swamp-greg-hunter-patricia-muth-video-2499594.html,Fake,1,1,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
5803,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/intel-officer-drops-bomb-about-vegas-shooter-on-live-tv-that-could-change-everything-video-2460441.html,Fake,5,1,0,0,23.76666667,3,2,3,0,0,0,0,0,2,5.941666667,13.9875,2,1,0,2,0,1
5804,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/north-korea-announces-intent-to-attack-missiles-reportedly-aimed-at-us-west-coast-videos-2468250.html,Fake,9,8,5,3,32.6,9,0,7,2,0,0,0,0,0,4.075,19.53541667,1,0,5,1,2,1
5805,beforeitsnews.com,http://beforeitsnews.com/economy/2017/10/falling-productivity-of-debt-gold-and-silver-2916365.html,Fake,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,1
5806,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/us-deploys-special-forces-decapitation-team-to-south-korea-2468257.html,Fake,2,0,0,0,0.566666667,2,0,2,0,0,0,0,0,0,0.566666667,0.566666667,2,0,0,0,0,1
5807,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/until-the-first-bomb-drops-tillerson-us-will-continue-diplomatic-efforts-with-north-korea-until-the-first-bomb-drops-video-2468258.html,Fake,3,0,1,0,4531.733333,3,0,1,2,0,0,0,0,0,2265.866667,4519.95,1,0,0,0,2,1
5808,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/the-fbis-vegas-investigation-is-a-farce-video-2460444.html,Fake,4,1,1,0,10.36666667,4,0,0,4,0,0,0,0,0,3.455555556,4.388888889,3,1,0,0,0,1.333333333
5809,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/exposed-all-vegas-evidence-confirms-my-500k-viral-video-theory-to-be-true-2460361.html,Fake,4,0,0,0,716.2833333,3,1,0,0,0,0,3,0,1,238.7611111,243.0944444,2,0,1,0,1,1
5810,beforeitsnews.com,http://beforeitsnews.com/economy/2017/10/massive-global-defaults-coming-greg-hunter-michael-pento-video-2915227.html,Fake,2,0,0,0,7.733333333,2,0,0,0,0,0,2,0,0,7.733333333,7.733333333,1,1,0,0,0,1
5811,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/a-tactical-analysis-of-the-las-vegas-mass-shooting-incident-2460371.html,Fake,3,3,8,0,716.9166667,1,2,0,0,0,0,1,0,2,358.4583333,716.7,1,0,0,0,2,1
5812,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/america-are-you-drinking-cool-aide-3329356.html,Fake,8,3,4,1,718.6833333,3,5,0,0,0,0,3,0,5,102.6690476,508.7214286,3,0,0,0,5,1
5813,beforeitsnews.com,http://beforeitsnews.com/media/2017/10/trump-threatens-withdrawal-of-nbc-broadcast-license-after-fake-tenfold-nuke-story-2505365.html,Fake,3,0,1,0,704.0833333,2,1,0,0,0,0,2,0,1,352.0416667,354.45,2,0,0,0,1,1
5814,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/muslim-brotherhood-political-infiltration-on-steroids-3329410.html,Fake,4,0,0,0,718.5,3,1,0,0,0,0,3,0,1,239.5,242.1333333,3,0,0,0,1,1.333333333
5815,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/never-seen-las-vegas-video-of-incident-at-mandalay-bay-concert-dnn-video-2460374.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
5816,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/questions-and-answers-3329427.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1
5817,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/a-massacre-sets-the-pace-for-a-bloody-civil-war-ii-in-america-3329446.html,Fake,4,3,1,0,4.883333333,0,4,0,0,0,0,0,0,4,1.627777778,2.644444444,4,0,0,0,0,1.333333333
5818,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/gross-inconsistencies-las-vegas-shooting-cover-up-videos-2460382.html,Fake,4,4,2,1,1404,2,2,0,0,0,0,2,0,2,468,932.6722222,1,1,0,0,2,1.333333333
5819,beforeitsnews.com,http://beforeitsnews.com/crime-all-stars/2017/10/here-is-the-vegas-truth-watch-immediately-this-video-is-going-to-be-deleted-2461426.html,Fake,8,1,0,0,1409.916667,2,6,0,0,0,0,2,1,5,201.4166667,1006.802381,1,0,1,0,6,1
5820,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/crazy-video-of-shooting-at-mandalay-bay-in-las-vegas-video-2460384.html,Fake,4,3,0,0,1404.016667,2,2,0,0,0,0,2,0,2,468.0055556,933.3555556,1,1,0,0,2,1.333333333
5821,beforeitsnews.com,http://beforeitsnews.com/economy/2017/10/bitcoin-explodes-to-new-record-high-over-5200-2915639.html,Fake,3,0,1,0,1393.633333,1,2,0,0,0,0,1,0,2,696.8166667,1393.608333,1,0,0,0,2,1
5822,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/shooters-hotel-room-bad-news-after-what-was-just-found-on-shooters-hotel-room-video-who-he-was-caught-paying-video-2460387.html,Fake,5,0,1,0,1404.55,2,3,0,0,0,0,2,0,3,351.1375,1054.658333,1,1,0,0,3,1.25
5823,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/trump-just-lit-the-wick-of-war-now-theres-warnings-that-ww3-is-about-to-erupt-video-2468156.html,Fake,2,0,0,0,1404,1,1,0,0,0,0,1,0,1,1404,1404,1,0,0,0,1,2
5824,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/las-vegas-massacre-false-flag-case-study-robert-david-steele-sarah-westall-video-2460390.html,Fake,6,0,0,0,42.73333333,5,1,0,0,0,0,5,1,0,8.546666667,12.66,3,2,0,0,1,1.5
5825,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/real-red-dawn-over-south-korea-nk-training-for-such-an-event-dahboo7-video-2468162.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
5826,beforeitsnews.com,http://beforeitsnews.com/immigration/2017/10/the-coming-break-up-of-america-fracturing-america-via-immigration-part-3-2455976.html,Fake,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,1
5827,beforeitsnews.com,http://beforeitsnews.com/power-elite/2015/06/journalists-sneak-exclusive-look-inside-bilderberg-hotel-and-conference-room-during-lockdown-then-receive-a-parting-gift-from-security-2449170.html,Fake,18,3,5,1,740.4833333,18,0,0,6,0,0,12,0,0,43.55784314,522.2254902,6,0,0,0,12,1.285714286
5828,beforeitsnews.com,http://beforeitsnews.com/power-elite/2015/06/nwo-builderberg-track-record-how-past-years-agendas-are-happening-and-what-to-expect-in-the-future-lessons-from-bilderbergs-history-2449180.html,Fake,25,5,7,0,4238.833333,0,25,0,0,0,0,0,1,24,176.6180556,4229.186111,1,0,0,0,24,1.19047619
5829,beforeitsnews.com,http://beforeitsnews.com/politics/2015/06/bilderberg-members-in-govt-documents-us-presidents-included-plus-their-tax-returns-wait-until-you-see-who-donated-2718322.html,Fake,37,34,14,1,11866.26667,9,28,1,3,5,0,0,10,18,329.6185185,4459.493981,1,0,0,0,36,1.37037037
5830,beforeitsnews.com,http://beforeitsnews.com/economy/2015/06/doomsday-ahead-top-economist-predicts-crash-after-october-2015-infowars-weighs-in-2735292.html,Fake,24,3,4,0,25.96666667,16,8,16,0,0,0,0,0,8,1.128985507,9.397101449,8,11,4,0,1,1.2
5831,beforeitsnews.com,http://beforeitsnews.com/power-elite/2015/06/bilderberg-members-topple-when-reporters-you-have-to-see-these-cockroaches-flee-2449206.html,Fake,15,4,0,0,17.91666667,15,0,14,1,0,0,0,0,0,1.279761905,9.546428571,5,2,8,0,0,1.153846154
5832,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/06/world-to-be-ushered-into-a-tailspin-of-apocalyptic-events-a-great-mystery-solved-and-the-unexplained-explained-2470072.html,Fake,19,2,1,0,75.06666667,17,2,9,0,0,0,8,0,2,4.17037037,43.70185185,8,0,0,0,11,1.1875
5833,beforeitsnews.com,http://beforeitsnews.com/alternative/2015/06/huge-news-going-viral-if-this-is-real-were-in-big-trouble-3169668.html,Fake,28,10,2,0,36.56666667,0,28,0,0,0,0,0,27,1,1.354320988,7.246296296,20,2,5,0,1,1.12
5834,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2015/06/wwiii-is-literally-seconds-away-china-prepares-for-war-against-us-as-russia-edges-on-nuclear-catastrophe-2457540.html,Fake,51,13,9,3,3417.883333,13,38,1,9,2,1,0,1,37,68.35766667,187.3046667,10,17,8,0,16,1.159090909
5835,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/06/the-shaking-has-begun-evidence-for-an-unstoppable-catastrophic-nightmare-there-is-little-time-left-2470186.html,Fake,30,2,3,0,42.21666667,30,0,28,2,0,0,0,0,0,1.455747126,6.65862069,24,0,3,1,2,1.153846154
5836,beforeitsnews.com,http://beforeitsnews.com/police-state/2015/06/brand-new-infowars-has-decoded-jade-helm-and-you-wont-believe-what-they-found-the-rabbit-hole-is-deep-1602.html,Fake,33,10,9,5,151.3333333,31,2,2,0,17,5,7,1,1,4.729166667,28.8890625,20,1,0,0,12,1.375
5837,beforeitsnews.com,http://beforeitsnews.com/power-elite/2015/06/global-elite-to-save-planet-by-exterminating-humanity-have-you-had-enough-shocking-infowars-report-2449258.html,Fake,9,0,0,0,133.8,8,1,8,0,0,0,0,0,1,16.725,17.18958333,8,0,0,0,1,1.125
5838,beforeitsnews.com,http://beforeitsnews.com/gold-and-precious-metals/2017/12/visualizing-the-future-of-shipping-green-autonomous-3177501.html,Fake,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
5839,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/helicopters-mandalay-bay-vegas-shooting-massacre-video-2460451.html,Fake,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
5840,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/07/prominent-rabbi-declares-something-happening-in-september-islamists-prepare-for-mahdi-warning-signs-appear-in-heaven-2513904.html,Fake,32,10,8,3,12305.3,12,20,0,0,0,12,0,1,19,396.9451613,846.2075269,9,3,0,0,20,1.454545455
5841,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2015/07/coincidence-simultaneous-drills-jade-helm-and-talisman-sabre-kickoff-in-july-33000-troops-deployed-prepare-for-world-war-iii-economy-crisis-2457682.html,Fake,25,12,7,6,2915.333333,20,5,0,17,1,0,2,0,5,121.4722222,740.5486111,5,0,0,0,20,1.136363636
5842,beforeitsnews.com,http://beforeitsnews.com/economy/2015/07/dollar-to-be-replaced-with-new-world-reserve-currency-in-october-is-the-antichrists-system-rising-2741670.html,Fake,40,12,8,3,5085.15,37,3,3,5,2,0,27,1,2,130.3884615,3129.567094,1,0,0,0,39,1.176470588
5843,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/07/attention-christians-were-about-to-be-banned-from-doing-something-substantial-persecution-has-hit-america-2514228.html,Fake,26,2,2,0,73.58333333,26,0,9,14,2,1,0,0,0,2.943333333,15.09266667,10,0,13,0,3,1.130434783
5844,beforeitsnews.com,http://beforeitsnews.com/politics/2015/07/new-elite-and-lobbyists-secretly-meet-in-georgia-resort-hotel-no-media-allowed-this-will-tick-you-off-2726400.html,Fake,14,1,3,0,22.76666667,14,0,0,7,7,0,0,0,0,1.751282051,8.503846154,7,3,1,3,0,1.166666667
5845,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/07/temple-institutes-making-huge-announcement-on-july-12th-third-temple-sanhedrin-threatens-pope-and-you-wont-believe-how-2514026.html,Fake,32,8,10,3,2201.616667,31,1,22,0,1,0,8,1,0,71.01989247,634.7172043,8,0,0,0,24,1.142857143
5846,beforeitsnews.com,http://beforeitsnews.com/alternative/2015/07/govt-issues-checkmate-on-citizens-makes-fierce-move-to-force-americans-to-do-this-outlandish-act-or-else-3187256.html,Fake,22,3,3,0,34.26666667,22,0,20,2,0,0,0,0,0,1.631746032,12.8047619,7,1,11,1,2,1.1
5847,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/07/vatican-cuts-covenant-with-israel-whats-happening-in-the-holy-land-psalm-83-2471162.html,Fake,33,7,2,0,88.08333333,33,0,0,27,2,1,3,0,0,2.752604167,19.14583333,11,4,2,10,6,1.222222222
5848,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/07/i-discovered-the-reason-why-the-blood-moons-are-here-obama-un-and-vatican-to-youll-be-amazed-and-shocked-2471206.html,Fake,34,8,3,2,4855.283333,32,2,0,10,22,0,0,0,2,147.129798,3945.829293,1,0,0,0,33,1.172413793
5849,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/07/something-so-dangerous-it-is-sure-to-spark-a-revolution-that-will-change-our-future-forever-convincing-video-2471280.html,Fake,27,4,5,0,91.35,27,0,1,0,0,13,13,0,0,3.513461538,8.544871795,13,12,0,1,1,1.125
5850,beforeitsnews.com,http://beforeitsnews.com/conspiracy-theories/2015/07/8-dead-5-missing-you-wont-believe-what-they-knew-who-they-encountered-and-why-they-were-targeted-a-tie-no-one-has-made-2470938.html,Fake,46,16,12,2,9216.083333,22,24,7,5,2,0,8,23,1,204.8018519,4122.185185,1,0,0,0,45,1.095238095
5851,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/07/you-wont-believe-what-kentucky-just-forced-pastors-to-do-i-warned-you-this-was-coming-2514622.html,Fake,25,11,6,3,17.36666667,16,9,16,0,0,0,0,0,9,0.723611111,3.90625,23,1,1,0,0,1.136363636
5852,beforeitsnews.com,http://beforeitsnews.com/economy/2015/07/time-is-running-out-the-chinese-stock-market-is-crashing-central-banks-buy-shares-to-prevent-collapse-and-dow-loses-100-points-in-first-hour-2747106.html,Fake,20,3,1,0,47.78333333,20,0,10,9,1,0,0,0,0,2.514912281,10.04385965,10,0,9,0,1,1.111111111
5853,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/07/hair-raising-revelation-why-the-tribulation-will-begin-soon-the-greatest-mystery-unfolds-when-you-see-whats-really-going-on-2471414.html,Fake,23,7,4,0,4855.1,23,0,0,7,15,1,0,0,0,220.6863636,4838.193939,1,0,0,0,22,1.277777778
5854,beforeitsnews.com,http://beforeitsnews.com/alternative/2015/07/12-hour-warning-to-impact-that-is-all-earth-gets-according-to-this-unnerving-document-3191974.html,Fake,25,4,2,0,21.68333333,25,0,0,0,9,16,0,0,0,0.903472222,12.31458333,9,2,5,9,0,1.25
5855,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/07/wow-science-just-confirmed-the-existence-of-adam-and-eve-find-out-how-in-this-stunning-video-2514798.html,Fake,22,4,2,3,7465.233333,13,9,0,1,0,11,1,0,9,355.4873016,1021.461111,5,3,1,2,11,1.1
5856,beforeitsnews.com,http://beforeitsnews.com/weather/2015/08/unprecedented-events-now-happening-gut-wrenching-jason-a-video-2444618.html,Fake,23,5,4,0,5147.966667,1,22,0,0,0,1,0,0,22,233.9984848,239.0916667,11,11,0,0,1,1.277777778
5857,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/07/mississippi-school-opens-assembly-with-prayer-then-this-happensthe-domino-effect-has-begun-christian-hatred-is-sweeping-the-nation-2514742.html,Fake,22,8,5,0,15.65,22,0,0,0,0,7,15,0,0,0.745238095,9.723015873,9,1,12,0,0,1.157894737
5858,beforeitsnews.com,http://beforeitsnews.com/gold-and-precious-metals/2017/12/gold-bitcoin-and-the-blockchain-replaces-the-banks-realists-guide-to-the-future-3177521.html,Fake,3,0,0,1,43.25,3,0,0,0,2,0,1,0,0,21.625,22.625,2,0,0,0,1,1
5859,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/vegas-massacre-survivor-dies-abruptly-after-posting-her-detailed-eyewitness-account-of-multiple-shooters-on-facebook-video-2460457.html,Fake,3,26,1,0,3.35,3,0,0,3,0,0,0,0,0,1.675,2.433333333,3,0,0,0,0,1.5
5860,beforeitsnews.com,http://beforeitsnews.com/earthquakes/2017/10/yellowstone-alert-code-red-massive-crack-in-earth-discovered-at-super-volcano-videos-2637070.html,Fake,7,0,0,0,83.38333333,6,1,0,5,1,0,0,1,0,13.89722222,19.11111111,5,0,0,1,1,1
5861,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/vegas-coverup-collapsing-sheriff-may-be-in-danger-alex-jones-on-infowars-video-2460465.html,Fake,8,0,0,0,13.5,8,0,0,0,8,0,0,0,0,1.928571429,6.930952381,3,3,2,0,0,1.142857143
5862,beforeitsnews.com,http://beforeitsnews.com/opinion-conservative/2017/10/wapo-congress-engineered-dea-racket-to-protect-big-pharmas-opioid-drug-giants-3330935.html,Fake,4,0,0,0,48.9,4,0,0,1,0,3,0,0,0,16.3,47.97777778,1,0,0,0,3,1.333333333
5863,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/detailed-video-footage-of-vegas-shooting-scenarios-vegas-investigation-part-8-2460475.html,Fake,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
5864,beforeitsnews.com,http://beforeitsnews.com/crime-all-stars/2017/10/women-children-snatched-by-militant-looking-men-in-vans-by-the-hundreds-videos-2461452.html,Fake,9,2,2,0,20.83333333,9,0,0,1,8,0,0,0,0,2.604166667,14.70833333,2,1,4,2,0,1
5865,beforeitsnews.com,http://beforeitsnews.com/economy/2017/10/a-powerful-fed-official-just-issued-an-inflation-decree-2916633.html,Fake,1,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,-1,1,0,0,0,0,1
5866,beforeitsnews.com,http://beforeitsnews.com/opinion/2017/10/how-billions-were-fooled-by-the-vegas-shooting-video-2459651.html,Fake,2,0,0,0,2.55,2,0,0,0,2,0,0,0,0,2.55,2.55,2,0,0,0,0,1
5867,beforeitsnews.com,http://beforeitsnews.com/economy/2017/10/looming-catastrophe-hanging-over-our-heads-greg-hunter-paul-craig-roberts-video-2916705.html,Fake,2,0,0,0,3,2,0,0,0,2,0,0,0,0,3,3,2,0,0,0,0,1
5868,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/judge-jeanine-does-not-buy-the-lone-wolf-vegas-theory-video-2460484.html,Fake,3,3,3,1,50.46666667,3,0,0,0,2,0,1,0,0,25.23333333,27.63333333,2,0,0,0,1,1
5869,beforeitsnews.com,http://beforeitsnews.com/war-and-conflict/2017/10/summit-between-trump-kim-jong-un-being-negotiated-as-khazarian-mafia-attempts-to-start-war-fail-video-2468311.html,Fake,1,2,2,1,-1,1,0,0,0,1,0,0,0,0,-1,-1,1,0,0,0,0,1
5870,beforeitsnews.com,http://beforeitsnews.com/economy/2017/10/is-bitcoin-a-tower-of-monetary-babel-2916815.html,Fake,3,0,0,0,22.21666667,3,0,0,0,2,1,0,0,0,11.10833333,11.10833333,2,0,0,1,0,1
5871,beforeitsnews.com,http://beforeitsnews.com/crime-all-stars/2017/10/russians-bribed-padded-clinton-foundation-to-get-obama-to-push-control-of-uranium-videos-2461462.html,Fake,4,3,0,0,23.85,4,0,0,0,2,2,0,0,0,7.95,10.55555556,3,0,0,1,0,1
5872,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/rare-angle-vegas-shooting-footage-front-row-vegas-shooter-raw-footage-every-angle-victims-warning-graphic-videos-2460485.html,Fake,3,13,8,1,17.45,3,0,0,0,1,2,0,0,0,8.725,11.34166667,2,0,1,0,0,1
5873,beforeitsnews.com,http://beforeitsnews.com/politics/2017/10/i-dont-have-to-sit-here-jeff-sessions-destroys-al-franken-for-accusing-him-of-lying-about-russia-videos-2950338.html,Fake,2,7,3,1,166.5666667,2,0,0,0,0,2,0,0,0,166.5666667,166.5666667,1,0,0,0,1,1
5874,beforeitsnews.com,http://beforeitsnews.com/terrorism/2017/10/full-auto-fire-from-helicopter-over-vegas-shooting-video-2460491.html,Fake,4,0,0,0,9.916666667,4,0,0,0,0,4,0,0,0,3.305555556,8.65,1,3,0,0,0,1
5875,beforeitsnews.com,http://beforeitsnews.com/entertainment/2015/08/giant-takes-over-the-road-causing-traffic-chaos-warning-this-will-bring-you-to-tears-with-laughter-2549606.html,Fake,7,0,0,0,0.216666667,7,0,0,0,0,0,7,0,0,0.036111111,0.116666667,7,0,0,0,0,1.166666667
5876,beforeitsnews.com,http://beforeitsnews.com/christian-news/2015/08/breaking-unearthed-archaeologists-baffled-by-discovery-of-giant-goliaths-gate-in-the-ancient-city-of-gath-stunning-report-2514952.html,Fake,19,9,6,1,2203.4,18,1,7,0,1,0,10,1,0,122.4111111,487.9925926,10,0,0,0,9,1.055555556
5877,beforeitsnews.com,http://beforeitsnews.com/new-world-order/2015/08/new-world-order-foundation-threatens-world-governments-to-do-their-bidding-or-else-major-push-for-world-peace-and-disarmament-4970.html,Fake,30,22,10,3,7234.733333,13,17,2,2,7,2,0,17,0,249.4735632,4238.127586,1,0,0,0,29,1.25
5878,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/08/dead-mom-speaks-to-son-and-gives-him-a-prophetic-warning-in-a-vision-2471728.html,Fake,20,5,2,0,715.85,20,0,0,1,0,19,0,0,0,37.67631579,709.7991228,1,0,0,0,19,1.176470588
5879,beforeitsnews.com,http://beforeitsnews.com/prophecy/2015/08/experts-issue-a-dire-warning-letter-about-an-unsettling-problem-that-will-happen-in-our-future-if-something-isnt-done-now-to-stop-it-2471750.html,Fake,30,8,4,0,2077.25,17,13,0,0,0,16,1,0,13,71.62931034,1660.62069,1,0,0,0,29,1.153846154
5880,beforeitsnews.com,http://beforeitsnews.com/gold-and-precious-metals/2017/12/ron-paul-warns-americas-on-the-verge-of-something-like-1989s-soviet-system-collapse-3177636.html,Fake,3,7,7,1,15.46666667,0,3,0,0,0,0,0,3,0,7.733333333,7.95,2,0,1,0,0,1
5881,thecommonsenseshow.com,http://www.thecommonsenseshow.com/2018/01/03/breaking-news-from-the-dnc-fraud-case/,Fake,12,4,8,1,2192.866667,7,5,0,0,0,6,1,0,5,199.3515152,537.6590909,6,0,0,0,6,1
