,domain,url,urlType,M_dollar,M_dblApostrophe,M_comma,M_-LRB-,M_-RRB-,M_dot,M_colon,M_ADD,M_AFX,M_CC,M_CD,M_DT,M_EX,M_FW,M_HYPH,M_IN,M_JJ,M_JJR,M_JJS,M_LS,M_MD,M_NFP,M_NN,M_NNP,M_NNPS,M_NNS,M_PDT,M_POS,M_PRP,M_PRP$,M_RB,M_RBR,M_RBS,M_RP,M_SYM,M_TO,M_UH,M_VB,M_VBD,M_VBG,M_VBN,M_VBP,M_VBZ,M_WDT,M_WP,M_WP$,M_WRB,M_XX,M__SP,M_dblSpecialApostrophe
4774,nytimes.com,https://www.nytimes.com/2002/04/04/nyregion/police-officer-who-killed-theft-suspect-is-reassigned.html,Reliable,-1,-1,22,-1,-1,23,-1,-1,-1,-1,5,4,-1,-1,-1,3,22,1,-1,-1,2,-1,64,44,2,25,-1,-1,1,-1,5,1,-1,-1,-1,-1,3,15,14,10,15,5,4,-1,-1,-1,-1,-1,-1,-1
4775,nytimes.com,https://www.nytimes.com/2002/04/04/us/few-risks-seen-to-the-children-of-1st-cousins.html,Reliable,-1,-1,70,-1,-1,62,4,1,-1,-1,28,6,-1,-1,8,10,100,5,1,-1,13,-1,154,75,3,132,-1,-1,-1,-1,40,4,-1,-1,-1,-1,3,30,63,18,16,28,13,-1,-1,2,-1,-1,-1,-1
4776,nytimes.com,https://www.nytimes.com/2002/04/05/us/agent-who-betrayed-fbi-cites-its-laxity.html,Reliable,-1,-1,33,-1,-1,36,2,-1,-1,-1,9,1,-1,-1,1,9,53,-1,1,-1,7,-1,119,74,4,45,-1,-1,1,-1,9,1,1,1,-1,-1,3,20,39,22,17,9,8,-1,-1,-1,-1,-1,-1,-1
4777,nytimes.com,https://www.nytimes.com/2002/04/05/us/a-minister-says-his-father-now-dead-killed-dr-king.html,Reliable,-1,-1,36,-1,-1,40,-1,-1,-1,1,4,2,-1,-1,1,7,21,1,-1,-1,3,-1,84,92,-1,27,-1,-1,-1,-1,22,1,-1,3,-1,-1,3,30,49,13,10,2,5,-1,-1,-1,-1,-1,-1,-1
4778,nytimes.com,https://www.nytimes.com/2002/04/05/world/angry-and-ashamed-indian-prime-minister-tours-riot-torn-state.html,Reliable,-1,-1,26,-1,-1,33,3,-1,-1,-1,4,2,-1,-1,1,2,30,-1,-1,-1,3,-1,72,40,4,31,-1,-1,-1,-1,12,1,-1,-1,-1,-1,3,19,20,11,7,2,2,-1,-1,-1,-1,-1,-1,-1
4779,nytimes.com,https://www.nytimes.com/2002/04/06/business/enron-director-to-leave-harvard-board.html,Reliable,-1,-1,17,-1,-1,8,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,13,-1,1,-1,1,-1,30,48,-1,12,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,10,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1
4780,nytimes.com,https://www.nytimes.com/2002/04/07/sports/hockey-chants-may-have-been-premature-but-isles-hold-on-to-clinch-playoff-berth.html,Reliable,-1,-1,32,2,2,42,6,-1,-1,-1,45,2,-1,-1,7,9,33,1,1,-1,4,-1,79,58,14,37,-1,-1,-1,-1,17,2,-1,5,9,-1,3,21,34,17,8,13,2,-1,-1,-1,-1,-1,-1,-1
4781,nytimes.com,https://www.nytimes.com/2002/04/07/weekinreview/the-nation-adios-speedy-not-so-fast.html,Reliable,-1,-1,25,3,3,59,4,-1,-1,-1,2,-1,-1,2,2,3,39,2,1,-1,2,-1,35,63,4,28,-1,-1,3,-1,20,-1,-1,-1,-1,-1,3,21,9,13,3,6,8,-1,-1,-1,-1,-1,-1,-1
4782,nytimes.com,https://www.nytimes.com/2002/04/07/opinion/editorial-observer-jay-gatsby-dreamer-criminal-jazz-age-rogue-man-for-our-times.html,Reliable,2,-1,53,3,3,23,4,-1,-1,-1,10,1,-1,-1,13,6,47,2,1,-1,3,-1,83,76,-1,22,-1,-1,1,-1,15,-1,-1,-1,-1,-1,-1,8,19,10,8,3,9,-1,-1,-1,-1,-1,-1,-1
4783,nytimes.com,https://www.nytimes.com/2002/04/07/business/executive-life-call-him-to-ease-the-pain-of-the-tax-bite.html,Reliable,2,-1,41,4,4,51,8,1,-1,-1,12,3,-1,-1,9,10,49,-1,2,-1,10,-1,127,51,3,55,-1,-1,1,-1,30,1,-1,-1,-1,-1,5,38,19,15,12,17,19,-1,-1,-1,-1,-1,-1,-1
4784,nytimes.com,https://www.nytimes.com/2002/04/07/nyregion/our-towns-on-arab-america-s-main-street-new-flags-and-old-loyalties.html,Reliable,1,-1,39,-1,-1,51,1,-1,-1,1,8,2,-1,-1,7,6,35,1,-1,-1,5,-1,92,82,8,24,-1,-1,2,-1,17,1,-1,-1,-1,-1,5,31,35,11,6,3,4,-1,-1,-1,-1,-1,-1,-1
4785,nytimes.com,https://www.nytimes.com/2002/04/07/movies/film-older-sadder-maybe-wiser.html,Reliable,-1,-1,114,17,17,105,25,-1,-1,-1,31,5,-1,1,14,7,96,7,2,-1,8,-1,220,255,8,69,-1,-1,7,-1,51,2,4,5,-1,-1,4,48,61,34,27,11,22,-1,-1,-1,-1,-1,-1,-1
4786,nytimes.com,https://www.nytimes.com/2002/04/07/weekinreview/the-people-v-potty-mouth.html,Reliable,1,-1,16,-1,-1,24,2,-1,-1,1,5,1,-1,-1,1,2,30,1,-1,-1,-1,-1,47,25,-1,21,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,2,10,11,10,4,4,7,-1,-1,-1,-1,-1,-1,-1
4787,nytimes.com,https://www.nytimes.com/2002/04/07/magazine/from-tree-hugger-to-terrorist.html,Reliable,3,-1,224,3,3,210,21,-1,-1,3,69,12,-1,2,48,28,250,4,-1,-1,19,-1,562,362,11,246,-1,-1,10,-1,109,3,3,-1,-1,2,8,94,137,95,46,40,50,-1,-1,-1,-1,-1,-1,-1
4788,nytimes.com,https://www.nytimes.com/2002/04/07/travel/a-fuming-cauldron-behind-a-green-veil.html,Reliable,8,-1,104,9,9,83,17,3,-1,1,59,6,-1,-1,14,21,158,2,4,-1,4,1,221,117,1,107,-1,-1,9,1,67,1,1,3,4,-1,5,35,61,38,23,13,17,-1,1,-1,-1,-1,-1,-1
4789,nytimes.com,https://www.nytimes.com/2002/04/07/realestate/launching-a-flotilla-of-ferry-terminals.html,Reliable,9,-1,121,-1,-1,93,9,-1,-1,5,58,4,-1,-1,26,22,143,5,2,-1,14,-1,334,349,9,118,-1,-1,1,-1,32,2,-1,-1,-1,-1,4,38,42,46,43,25,15,-1,-1,-1,-1,-1,-1,-1
4790,nytimes.com,https://www.nytimes.com/2002/04/08/business/microsoft-programmers-hit-the-books-in-a-new-focus-on-secure-software.html,Reliable,-1,-1,42,-1,-1,48,3,-1,-1,-1,6,-1,-1,-1,7,7,87,-1,-1,-1,7,-1,176,71,1,68,-1,-1,-1,-1,37,1,-1,-1,-1,-1,3,36,30,27,24,17,9,-1,-1,-1,-1,-1,-1,-1
4791,nytimes.com,https://www.nytimes.com/2002/04/08/business/google-s-toughest-search-is-for-a-business-model.html,Reliable,4,-1,107,6,6,91,8,1,-1,1,27,7,-1,1,8,16,104,5,4,-1,4,-1,262,176,2,123,-1,-1,4,-1,64,4,1,2,-1,-1,4,44,45,40,27,34,28,-1,1,1,-1,1,-1,-1
4792,nytimes.com,https://www.nytimes.com/2002/04/08/nyregion/ralph-j-marino-former-state-senate-leader-dies-at-74.html,Reliable,-1,-1,64,-1,-1,38,11,-1,-1,-1,30,14,-1,-1,3,4,36,-1,-1,-1,4,-1,97,173,1,40,-1,-1,-1,-1,12,2,-1,-1,-1,-1,9,17,38,10,13,7,3,-1,-1,-1,-1,-1,-1,-1
4793,nytimes.com,https://www.nytimes.com/2002/04/08/world/quebec-journal-no-rest-for-you-champlain-the-hunt-goes-on.html,Reliable,-1,2,28,-1,-1,41,1,-1,-1,1,11,8,-1,-1,3,7,51,1,-1,-1,8,1,125,73,-1,41,-1,-1,1,-1,17,1,-1,-1,-1,-1,3,24,24,18,13,14,14,-1,-1,-1,-1,-1,-1,-1
4794,nytimes.com,https://www.nytimes.com/2002/04/09/nyregion/ads-quote-a-mayor-who-inhaled-and-liked-it.html,Reliable,1,-1,14,-1,-1,15,2,-1,-1,-1,2,-1,-1,-1,2,2,16,-1,-1,-1,3,-1,41,58,2,15,-1,-1,3,-1,6,1,-1,-1,-1,-1,2,9,21,14,6,1,2,-1,-1,-1,-1,-1,-1,-1
4795,nytimes.com,https://www.nytimes.com/2002/04/09/movies/maria-felix-87-feisty-heroine-who-reigned-supreme-in-mexican-cinema-dies.html,Reliable,-1,-1,127,1,1,71,6,-1,-1,-1,34,3,-1,-1,7,11,108,-1,3,-1,3,-1,171,222,6,53,-1,-1,1,-1,26,1,1,1,-1,-1,3,23,77,27,17,6,9,-1,-1,-1,-1,-1,-1,-1
4796,nytimes.com,https://www.nytimes.com/2002/04/09/world/mideast-turmoil-bethlehem-church-of-nativity-damaged-and-a-monastery-is-scorched.html,Reliable,-1,-1,7,-1,-1,11,-1,-1,-1,-1,7,-1,-1,-1,-1,1,18,-1,1,-1,-1,-1,33,13,3,15,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,3,21,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4797,nytimes.com,https://www.nytimes.com/2002/04/10/arts/the-pop-life-he-found-a-following-and-then-lost-his-way.html,Reliable,-1,-1,82,1,1,76,4,-1,-1,-1,27,5,-1,2,12,13,62,1,-1,-1,5,-1,189,143,2,73,-1,-1,5,-1,55,2,1,2,-1,-1,4,40,66,25,20,18,7,1,-1,2,-1,-1,-1,-1
4798,nytimes.com,https://www.nytimes.com/2002/04/10/sports/baseball-for-mets-no-runs-two-hits-don-t-ask.html,Reliable,-1,-1,41,-1,-1,55,-1,-1,-1,1,21,5,-1,-1,5,5,46,2,-1,-1,2,-1,116,74,6,29,-1,-1,-1,-1,24,2,-1,2,1,-1,4,29,43,15,9,5,2,-1,-1,-1,-1,-1,-1,-1
4799,nytimes.com,https://www.nytimes.com/2002/04/10/world/in-mexico-greed-kills-fish-by-the-seaful.html,Reliable,3,-1,98,-1,-1,64,8,-1,-1,-1,23,4,-1,-1,9,14,83,-1,4,-1,5,-1,173,148,6,106,-1,-1,-1,-1,38,3,-1,1,-1,-1,3,32,46,37,17,21,15,-1,-1,1,-1,-1,-1,-1
4800,nytimes.com,https://www.nytimes.com/2002/04/10/nyregion/bloomberg-says-he-regrets-marijuana-remarks.html,Reliable,1,-1,10,-1,-1,11,1,-1,-1,-1,2,1,-1,-1,4,3,5,1,-1,-1,1,-1,27,29,1,3,-1,-1,2,-1,8,-1,-1,-1,-1,-1,-1,5,18,6,2,1,2,-1,-1,-1,-1,-1,-1,-1
4801,nytimes.com,https://www.nytimes.com/2002/04/11/technology/news-watch-digital-art-a-greeting-steals-its-way-into-your-hard-drive.html,Reliable,-1,-1,19,1,1,14,-1,1,-1,-1,2,-1,-1,-1,4,2,14,-1,-1,-1,4,-1,43,27,1,17,-1,-1,1,1,11,-1,-1,2,-1,-1,1,8,6,4,7,1,13,-1,-1,1,-1,-1,-1,-1
4802,nytimes.com,https://www.nytimes.com/2002/04/11/garden/100-years-after-his-birth-new-life-for-jean-prouve.html,Reliable,5,-1,49,5,5,37,6,-1,-1,-1,22,3,-1,1,9,8,46,3,1,-1,4,-1,99,81,2,56,-1,-1,2,-1,26,1,-1,1,1,-1,-1,8,32,8,18,4,4,-1,-1,-1,-1,-1,-1,-1
4803,nytimes.com,https://www.nytimes.com/2002/04/12/nyregion/daffodils-blossom-for-a-wounded-city.html,Reliable,1,-1,74,-1,-1,66,3,-1,-1,-1,29,9,-1,-1,-1,7,38,-1,-1,-1,8,-1,93,134,5,48,-1,-1,3,-1,21,1,-1,1,1,-1,4,34,52,24,11,5,5,-1,-1,-1,-1,-1,-1,-1
4804,nytimes.com,https://www.nytimes.com/2002/04/12/us/florida-candidates-play-down-their-recount-role.html,Reliable,3,-1,66,-1,-1,58,12,-1,-1,2,20,3,-1,-1,6,8,83,1,1,-1,15,-1,148,146,14,60,-1,-1,-1,-1,43,2,-1,-1,-1,-1,3,46,45,30,12,16,4,-1,-1,-1,-1,-1,-1,-1
4805,nytimes.com,https://www.nytimes.com/2002/04/12/movies/film-review-a-mystery-looming-larger-than-rosebud.html,Reliable,-1,-1,66,10,10,39,11,-1,-1,-1,6,-1,-1,-1,7,9,70,2,2,-1,3,-1,112,130,4,38,-1,-1,2,-1,31,1,-1,-1,-1,-1,3,18,18,14,16,10,15,-1,-1,1,-1,-1,-1,-1
4806,nytimes.com,https://www.nytimes.com/2002/04/13/world/uprising-venezuela-man-manager-conciliator-pedro-carmona-estanga.html,Reliable,-1,-1,36,-1,-1,36,1,-1,-1,1,13,-1,-1,-1,2,3,34,-1,3,-1,4,-1,77,80,2,26,-1,-1,-1,-1,23,1,-1,-1,-1,-1,3,19,24,12,6,9,4,-1,-1,-1,-1,-1,-1,-1
4807,nytimes.com,https://www.nytimes.com/2002/04/13/world/tunisian-synagogue-blast-called-accident.html,Reliable,-1,-1,38,-1,-1,40,6,-1,-1,-1,13,2,-1,-1,4,5,49,2,-1,-1,4,-1,88,75,4,46,-1,-1,-1,-1,20,1,1,-1,-1,-1,3,21,35,19,11,4,4,-1,-1,1,-1,-1,-1,-1
4808,nytimes.com,https://www.nytimes.com/2002/04/13/world/uprising-venezuela-government-venezuela-s-chief-forced-resign-civilian-installed.html,Reliable,-1,-1,59,-1,-1,50,1,-1,-1,-1,6,-1,-1,-1,8,6,80,-1,-1,-1,7,-1,149,151,2,72,-1,-1,-1,-1,19,1,-1,2,-1,-1,3,28,64,31,14,4,3,-1,-1,-1,-1,-1,-1,-1
4809,nytimes.com,https://www.nytimes.com/2002/04/13/opinion/hugo-chavez-departs.html,Reliable,-1,-1,20,-1,-1,26,-1,-1,-1,-1,6,1,-1,-1,4,-1,54,1,-1,-1,5,-1,73,44,3,30,-1,-1,-1,-1,17,1,1,-1,-1,-1,-1,10,20,10,13,5,5,-1,-1,-1,-1,-1,-1,-1
4810,nytimes.com,https://www.nytimes.com/2002/04/13/nyregion/favorite-in-special-election-is-thinking-primary.html,Reliable,-1,-1,40,1,1,36,-1,-1,-1,-1,9,1,-1,-1,4,5,51,1,-1,-1,6,-1,75,102,1,39,-1,-1,-1,-1,22,2,-1,1,-1,-1,3,28,24,16,3,8,8,-1,-1,-1,-1,-1,-1,-1
4811,nytimes.com,https://www.nytimes.com/2002/04/13/us/abuse-by-clergy-is-not-just-a-catholic-problem.html,Reliable,2,-1,82,-1,-1,63,1,-1,-1,-1,28,7,-1,1,10,10,110,-1,-1,-1,3,-1,160,141,3,82,-1,-1,2,-1,51,2,-1,1,-1,-1,3,36,70,23,21,9,7,-1,-1,-1,-1,-1,-1,-1
4812,nytimes.com,https://www.nytimes.com/2002/04/14/movies/film-why-were-the-maids-grisly-murderers.html,Reliable,-1,-1,80,10,10,58,8,-1,-1,-1,15,5,-1,2,9,7,74,1,1,-1,6,-1,147,136,6,57,-1,-1,3,-1,25,1,1,-1,-1,-1,6,25,54,22,15,4,12,-1,-1,1,-1,-1,-1,-1
4813,nytimes.com,https://www.nytimes.com/2002/04/14/magazine/silicon-valley-s-spy-game.html,Reliable,4,-1,235,6,6,229,29,-1,-1,-1,55,22,-1,2,40,44,272,5,5,-1,36,-1,739,323,13,276,-1,-1,8,-1,120,2,-1,4,-1,-1,20,138,147,100,68,75,36,-1,-1,-1,2,1,-1,-1
4814,nytimes.com,https://www.nytimes.com/2002/04/14/business/economic-view-how-a-tax-on-cigarettes-can-help-the-taxed.html,Reliable,-1,-1,32,1,1,36,3,-1,-1,-1,8,3,-1,2,3,7,33,3,-1,-1,7,-1,78,39,5,53,-1,-1,1,1,24,2,-1,-1,2,-1,5,33,25,14,3,19,6,1,-1,1,-1,-1,-1,-1
4815,nytimes.com,https://www.nytimes.com/2002/04/14/education/reflections-creative-writing-class-teacher-confront-30000-words-week-teenage.html,Reliable,1,-1,95,3,3,66,9,-1,-1,1,10,7,-1,-1,6,10,58,2,-1,-1,14,1,179,70,2,62,-1,-1,4,-1,28,1,-1,-1,-1,-1,5,44,41,24,22,6,5,-1,-1,-1,-1,-1,-1,-1
4816,nytimes.com,https://www.nytimes.com/2002/04/14/jobs/for-some-drug-tests-are-almost-impossible.html,Reliable,-1,-1,64,1,1,47,4,-1,-1,3,24,3,-1,-1,12,10,66,-1,-1,-1,9,-1,194,81,4,51,-1,-1,3,-1,28,-1,1,-1,-1,-1,-1,27,38,19,8,25,23,-1,-1,-1,-1,-1,-1,-1
4817,nytimes.com,https://www.nytimes.com/2002/04/14/books/turning-a-blind-eye.html,Reliable,-1,-1,56,-1,-1,47,3,-1,-1,-1,1,-1,-1,-1,5,8,66,1,-1,-1,6,-1,115,108,4,41,-1,-1,2,-1,31,3,-1,-1,-1,-1,3,27,16,22,11,13,20,-1,-1,2,1,-1,-1,-1
4818,nytimes.com,https://www.nytimes.com/2002/04/14/sports/sports-of-the-times-say-hello-finally-to-the-front-nine.html,Reliable,-1,-1,36,-1,-1,48,3,-1,-1,-1,33,2,-1,-1,7,3,53,1,-1,-1,5,-1,102,51,3,35,-1,-1,2,-1,35,2,-1,-1,-1,-1,10,24,18,13,10,7,4,-1,-1,-1,-1,-1,-1,-1
4819,nytimes.com,https://www.nytimes.com/2002/04/14/education/endpaper-plumbing-the-inner-soul.html,Reliable,-1,-1,38,4,4,34,9,-1,-1,-1,8,5,-1,-1,4,5,58,1,-1,-1,2,-1,126,25,-1,23,-1,-1,1,-1,30,-1,-1,1,-1,-1,1,22,11,16,9,10,14,-1,-1,-1,1,-1,-1,-1
4820,nytimes.com,https://www.nytimes.com/2002/04/15/business/showdown-nbc-s-top-2-are-riven-by-tensions.html,Reliable,-1,-1,80,-1,-1,98,13,1,-1,-1,20,13,-1,-1,8,8,102,-1,2,-1,14,-1,220,261,1,71,-1,-1,3,-1,82,2,-1,1,-1,-1,4,43,100,45,21,15,14,-1,-1,-1,-1,-1,-1,-1
4821,nytimes.com,https://www.nytimes.com/2002/04/15/us/senator-running-on-family-values-has-a-tough-race-after-divorce.html,Reliable,1,-1,50,1,1,45,1,-1,-1,-1,11,5,-1,-1,5,8,44,-1,-1,-1,4,-1,97,137,4,41,-1,-1,-1,-1,31,2,-1,-1,-1,-1,3,27,19,10,12,11,16,-1,-1,-1,-1,-1,-1,-1
4822,nytimes.com,https://www.nytimes.com/2002/04/15/world/mideast-turmoil-arab-opinion-in-interview-arafat-s-wife-praises-suicide-bombings.html,Reliable,-1,-1,31,-1,-1,26,3,-1,-1,-1,2,2,-1,-1,1,4,34,1,2,-1,5,-1,72,65,8,44,-1,-1,-1,-1,9,1,-1,-1,-1,-1,3,18,16,11,5,10,6,-1,-1,-1,-1,-1,-1,-1
4823,nytimes.com,https://www.nytimes.com/2002/04/16/us/byron-r-white-longtime-justice-and-a-football-legend-dies-at-84.html,Reliable,1,-1,221,3,3,148,14,-1,-1,15,77,9,-1,-1,22,18,253,1,8,-1,18,1,593,460,19,180,-1,-1,3,1,105,4,1,2,-1,1,9,59,176,86,60,39,13,-1,-1,-1,-1,-1,-1,-1
4824,nytimes.com,https://www.nytimes.com/2002/04/16/world/badme-journal-torn-town-changes-countries-but-not-conviction.html,Reliable,-1,-1,37,-1,-1,42,2,-1,-1,-1,6,5,-1,-1,2,6,35,2,-1,-1,8,-1,84,71,4,30,-1,-1,-1,-1,21,1,-1,-1,-1,-1,4,27,34,13,5,4,4,-1,-1,-1,-1,-1,-1,-1
4825,nytimes.com,https://www.nytimes.com/2002/04/16/nyregion/2-are-slain-at-pawn-shop-and-suspect-is-killed-by-the-police.html,Reliable,-1,-1,23,-1,-1,13,-1,-1,-1,-1,8,1,-1,-1,1,1,13,1,-1,1,-1,-1,37,24,1,15,-1,-1,-1,-1,4,-1,-1,1,-1,-1,-1,2,26,5,4,2,1,-1,-1,-1,-1,-1,-1,-1
4826,nytimes.com,https://www.nytimes.com/2002/04/16/world/bush-officials-met-with-venezuelans-who-ousted-leader.html,Reliable,-1,-1,64,-1,-1,45,2,-1,-1,-1,10,2,-1,-1,3,11,64,-1,1,-1,5,-1,139,128,1,57,-1,-1,1,-1,38,2,-1,-1,-1,-1,4,29,54,29,11,16,7,-1,-1,1,-1,-1,-1,-1
4827,nytimes.com,https://www.nytimes.com/2002/04/16/science/q-a-526142.html,Reliable,-1,-1,17,-1,-1,10,3,-1,-1,1,-1,-1,-1,-1,10,2,30,1,2,-1,-1,-1,42,11,1,28,-1,-1,-1,-1,12,1,-1,-1,-1,-1,-1,2,1,1,3,5,1,-1,-1,-1,-1,-1,-1,-1
4828,nytimes.com,https://www.nytimes.com/2002/04/16/opinion/losing-latin-america.html,Reliable,-1,-1,28,-1,-1,20,8,-1,-1,-1,2,-1,-1,-1,-1,3,30,-1,1,-1,4,-1,44,31,-1,18,-1,-1,1,-1,20,2,-1,-1,-1,-1,-1,8,15,4,4,3,3,-1,-1,-1,-1,-1,-1,-1
4829,nytimes.com,https://www.nytimes.com/2002/04/16/nyregion/intermediate-school-dean-faces-cocaine-charge.html,Reliable,-1,-1,19,-1,-1,11,-1,-1,-1,-1,9,2,-1,-1,-1,-1,8,-1,-1,-1,3,-1,37,54,-1,8,-1,-1,1,-1,2,-1,-1,-1,1,-1,-1,1,18,3,6,-1,2,-1,-1,-1,-1,-1,-1,-1
4830,nytimes.com,https://www.nytimes.com/2002/04/16/science/carving-of-a-king-could-rewrite-history.html,Reliable,-1,-1,92,1,1,67,3,-1,-1,-1,14,6,-1,-1,8,9,101,3,4,-1,11,-1,214,179,2,64,-1,-1,1,-1,49,4,3,-1,-1,-1,3,30,64,35,27,20,14,-1,1,-1,-1,-1,-1,-1
4831,nytimes.com,https://www.nytimes.com/2002/04/17/world/trotskyist-on-a-first-name-basis-to-france.html,Reliable,-1,-1,35,-1,-1,48,2,-1,-1,-1,8,2,-1,-1,4,4,42,2,-1,-1,5,-1,99,50,-1,50,-1,-1,-1,-1,24,1,-1,-1,-1,-1,3,31,24,17,9,11,10,-1,-1,-1,-1,-1,-1,-1
4832,nytimes.com,https://www.nytimes.com/2002/04/17/sports/on-pro-football-dream-job-for-rice-nfl-commissioner.html,Reliable,-1,-1,39,3,3,46,3,-1,-1,-1,5,2,-1,-1,2,3,34,-1,1,-1,5,-1,106,71,6,31,-1,-1,-1,-1,27,1,-1,1,-1,-1,4,24,25,17,4,6,18,-1,-1,-1,1,-1,-1,-1
4833,nytimes.com,https://www.nytimes.com/2002/04/17/nyregion/dispatchers-still-haunted-by-the-voices-of-sept-11.html,Reliable,-1,-1,41,-1,-1,46,4,-1,-1,-1,18,3,-1,-1,1,3,26,-1,1,-1,3,-1,76,48,1,46,1,-1,3,-1,21,1,-1,1,1,-1,5,26,42,14,13,9,2,1,-1,-1,-1,-1,-1,-1
4834,nytimes.com,https://www.nytimes.com/2002/04/17/nyregion/strip-club-staff-says-newark-mayor-was-a-patron.html,Reliable,-1,-1,85,-1,-1,50,2,-1,-1,3,8,1,-1,-1,9,10,45,-1,1,-1,6,-1,136,102,1,57,-1,-1,2,-1,42,2,-1,1,-1,-1,5,30,55,27,14,10,9,-1,-1,-1,-1,-1,-1,-1
4835,nytimes.com,https://www.nytimes.com/2002/04/17/us/mother-of-teenage-suicide-pilot-sues-maker-of-acne-drug-she-says-he-used.html,Reliable,-1,-1,34,-1,-1,26,1,-1,-1,1,6,3,-1,-1,5,4,31,-1,1,-1,2,-1,78,84,1,27,-1,-1,-1,-1,15,1,-1,-1,-1,-1,3,20,26,18,3,3,9,-1,-1,-1,-1,-1,-1,-1
4836,nytimes.com,https://www.nytimes.com/2002/04/17/us/virtual-child-pornography-ban-overturned.html,Reliable,-1,-1,52,-1,-1,42,8,-1,-1,2,12,3,-1,-1,6,7,75,3,-1,-1,8,2,151,132,2,65,-1,-1,1,-1,35,1,-1,-1,2,-1,3,32,46,40,13,12,7,-1,-1,-1,-1,1,-1,-1
4837,nytimes.com,https://www.nytimes.com/2002/04/18/world/behind-the-upheaval-in-venezuela.html,Reliable,1,-1,69,-1,-1,51,-1,-1,-1,1,9,2,-1,-1,7,8,88,1,1,-1,4,-1,122,82,5,68,-1,-1,4,-1,30,1,-1,-1,-1,1,5,28,43,23,17,11,10,-1,-1,1,-1,-1,-1,-1
4838,nytimes.com,https://www.nytimes.com/2002/04/18/us/report-clears-police-officer-in-columbine-high-shooting.html,Reliable,-1,-1,24,-1,-1,36,1,-1,-1,-1,9,1,-1,-1,2,3,33,1,-1,-1,6,-1,90,91,-1,35,-1,-1,1,-1,14,1,-1,-1,-1,-1,4,24,40,12,8,3,7,-1,-1,1,-1,-1,-1,-1
4839,nytimes.com,https://www.nytimes.com/2002/04/18/opinion/chavez-s-second-chance.html,Reliable,-1,-1,19,-1,-1,29,2,-1,-1,1,5,-1,-1,-1,-1,4,57,1,-1,-1,5,-1,69,48,1,46,-1,-1,2,-1,14,1,-1,-1,-1,-1,3,21,23,11,8,6,8,-1,-1,-1,-1,-1,-1,-1
4840,nytimes.com,https://www.nytimes.com/2002/04/18/business/ruth-fertel-of-steakhouse-fame-is-dead-at-75.html,Reliable,1,-1,28,-1,-1,34,3,-1,-1,-1,20,1,-1,-1,7,4,26,-1,-1,-1,2,-1,75,93,2,25,-1,-1,1,-1,15,1,-1,-1,-1,-1,3,20,31,18,7,3,3,-1,-1,-1,-1,-1,-1,-1
4841,nytimes.com,https://www.nytimes.com/2002/04/19/us/scandals-church-sexuality-issue-homosexuality-priesthood-under-increasing.html,Reliable,-1,-1,93,-1,-1,84,11,-1,-1,3,22,10,-1,-1,6,13,159,3,-1,-1,11,-1,227,128,5,169,-1,-1,2,-1,60,3,-1,-1,-1,-1,5,52,70,32,27,34,11,-1,-1,2,-1,-1,-1,-1
4842,nytimes.com,https://www.nytimes.com/2002/04/19/world/thor-heyerdahl-dies-at-87-his-voyage-on-kon-tiki-argued-for-ancient-mariners.html,Reliable,-1,-1,109,1,1,82,11,-1,-1,-1,33,5,-1,-1,13,6,119,2,1,-1,11,-1,197,205,7,75,-1,-1,-1,-1,40,2,-1,-1,2,-1,5,29,72,32,30,14,8,-1,-1,-1,-1,-1,-1,-1
4843,nytimes.com,https://www.nytimes.com/2002/04/20/opinion/the-return-of-an-ancient-hatred.html,Reliable,-1,-1,24,-1,-1,35,-1,-1,-1,-1,5,3,-1,1,1,6,70,-1,-1,-1,2,-1,79,61,8,35,-1,-1,3,-1,23,1,-1,-1,-1,-1,3,21,21,15,6,14,3,-1,-1,1,-1,-1,-1,-1
4844,nytimes.com,https://www.nytimes.com/2002/04/21/opinion/l-the-many-lives-of-a-vibrant-language-638676.html,Reliable,-1,-1,8,1,1,6,3,-1,-1,1,7,1,-1,-1,-1,1,9,-1,-1,-1,-1,-1,17,14,-1,9,-1,-1,2,-1,3,-1,-1,-1,-1,-1,-1,5,2,4,4,3,3,-1,-1,-1,-1,-1,-1,-1
4845,nytimes.com,https://www.nytimes.com/2002/04/21/magazine/mourning-my-miscarriage.html,Reliable,2,-1,195,4,4,216,34,-1,-1,6,22,23,-1,-1,27,30,227,8,2,-1,31,-1,417,164,6,165,-1,-1,10,-1,180,4,-1,1,-1,-1,13,92,101,74,73,38,16,-1,1,2,-1,-1,-1,-1
4846,nytimes.com,https://www.nytimes.com/2002/04/21/nyregion/jersey-when-pinball-lights-the-eyes-of-the-players.html,Reliable,-1,-1,19,-1,-1,17,2,-1,-1,-1,5,-1,-1,-1,1,1,14,-1,-1,-1,2,-1,48,35,1,29,-1,-1,-1,-1,14,-1,-1,1,-1,-1,1,8,16,7,7,6,2,-1,-1,-1,-1,-1,-1,-1
