,domain,url,urlType,M_dollar,M_dblApostrophe,M_comma,M_-LRB-,M_-RRB-,M_dot,M_colon,M_ADD,M_AFX,M_CC,M_CD,M_DT,M_EX,M_FW,M_HYPH,M_IN,M_JJ,M_JJR,M_JJS,M_LS,M_MD,M_NFP,M_NN,M_NNP,M_NNPS,M_NNS,M_PDT,M_POS,M_PRP,M_PRP$,M_RB,M_RBR,M_RBS,M_RP,M_SYM,M_TO,M_UH,M_VB,M_VBD,M_VBG,M_VBN,M_VBP,M_VBZ,M_WDT,M_WP,M_WP$,M_WRB,M_XX,M__SP,M_dblSpecialApostrophe
79,consortiumnews.com,https://consortiumnews.com/2016/03/11/the-electoral-choice-from-hell/,Reliable,1,-1,84,11,11,74,16,-1,-1,-1,28,9,-1,-1,9,17,125,3,4,-1,11,-1,193,241,5,64,-1,-1,9,-1,50,2,-1,-1,-1,-1,2,33,36,22,16,18,28,1,1,-1,-1,-1,-1,-1
80,consortiumnews.com,https://consortiumnews.com/2016/03/07/creating-russiachina-bogeymen/,Reliable,-1,-1,108,6,6,96,7,-1,-1,1,21,7,-1,1,11,27,254,3,1,-1,13,-1,332,240,21,177,-1,-1,5,-1,120,2,-1,2,1,-1,2,41,40,92,28,34,47,2,-1,-1,-1,-1,-1,-1
81,consortiumnews.com,https://consortiumnews.com/2017/03/16/trumping-trump-and-howling-at-the-moonves/,Reliable,39,-1,153,13,13,185,18,-1,-1,2,150,25,3,3,54,43,267,7,11,-1,22,7,560,344,24,208,-1,-1,15,-1,204,4,2,3,2,1,12,78,128,70,46,37,76,1,1,-1,-1,-1,-1,-1
82,consortiumnews.com,https://consortiumnews.com/2014/08/05/how-lbj-was-deceived-on-gulf-of-tonkin/,Reliable,-1,-1,40,1,1,43,1,-1,-1,-1,21,5,-1,-1,3,8,83,5,-1,-1,5,-1,172,195,2,46,-1,1,6,1,40,-1,1,-1,-1,-1,1,28,73,26,24,13,5,-1,-1,-1,-1,-1,-1,-1
83,nutritionfacts.org,https://nutritionfacts.org/2016/04/12/might-turmeric-help-prevent-alzheimers/,Reliable,-1,-1,16,-1,-1,9,-1,-1,-1,-1,5,1,-1,-1,-1,4,13,1,1,-1,5,-1,28,10,-1,8,-1,-1,1,-1,5,-1,1,-1,-1,-1,1,4,1,6,2,2,1,-1,-1,-1,-1,-1,-1,-1
84,nutritionfacts.org,https://nutritionfacts.org/2016/12/27/dr-gregers-new-dvd-now-streaming/,Reliable,4,-1,23,4,4,38,8,-1,-1,-1,12,1,-1,-1,6,3,54,3,4,-1,2,-1,132,83,3,32,-1,-1,4,-1,16,-1,-1,-1,5,-1,3,23,4,20,8,19,6,-1,1,-1,-1,-1,-1,-1
85,nutritionfacts.org,https://nutritionfacts.org/video/optimal-vinegar-dose/,Reliable,-1,-1,48,-1,-1,36,7,-1,-1,1,18,7,-1,-1,2,6,37,4,-1,-1,4,-1,138,22,1,42,-1,-1,1,-1,35,1,-1,-1,-1,-1,2,15,16,13,11,4,12,-1,-1,-1,-1,-1,-1,-1
86,nutritionfacts.org,https://nutritionfacts.org/video/where-does-the-arsenic-in-rice-mushrooms-and-wine-come-from/,Reliable,-1,-1,80,11,11,36,7,-1,-1,2,8,6,1,-1,7,9,27,3,3,-1,3,-1,137,38,-1,59,-1,-1,1,-1,32,2,-1,1,-1,-1,5,21,13,22,20,13,12,-1,-1,-1,-1,-1,-1,-1
87,nutritionfacts.org,https://nutritionfacts.org/audio/be-anti-oxidant/,Reliable,-1,-1,229,-1,-1,121,1,-1,-1,1,27,13,1,1,33,21,232,6,6,-1,36,-1,389,47,4,174,-1,-1,22,-1,72,6,2,3,-1,-1,12,88,32,50,36,53,31,1,-1,2,-1,-1,-1,-1
88,nutritionfacts.org,https://nutritionfacts.org/topics/seaweed/,Reliable,-1,-1,4,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1
89,nutritionfacts.org,https://nutritionfacts.org/video/the-effects-of-too-much-arsenic-in-the-diet/,Reliable,1,-1,80,6,4,42,4,-1,-1,1,6,4,2,-1,4,8,47,9,2,-1,8,-1,151,8,1,55,-1,-1,6,-1,36,-1,-1,1,-1,-1,4,31,9,8,15,10,17,-1,-1,-1,-1,-1,-1,-1
90,nutritionfacts.org,https://nutritionfacts.org/questions/can-soy-suppress-the-thyroid/,Reliable,-1,-1,3,1,1,11,3,-1,-1,1,2,1,-1,-1,2,-1,9,-1,-1,-1,1,-1,25,15,2,9,-1,-1,1,-1,8,-1,-1,-1,3,-1,-1,9,-1,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1
91,nutritionfacts.org,https://nutritionfacts.org/video/eating-more-to-weigh-less/,Reliable,-1,-1,60,-1,-1,43,3,-1,-1,-1,17,2,1,-1,2,11,46,12,2,-1,5,-1,149,8,-1,84,-1,-1,1,-1,25,5,-1,1,-1,-1,2,16,12,19,8,16,16,1,-1,-1,-1,-1,-1,-1
92,nutritionfacts.org,https://nutritionfacts.org/video/preventing-alzheimers-with-lifestyle-changes/,Reliable,-1,-1,31,1,1,18,-1,-1,-1,1,5,1,-1,-1,-1,5,27,-1,-1,-1,11,-1,74,17,1,30,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,2,16,6,11,11,4,3,-1,-1,-1,-1,-1,-1,-1
93,nutritionfacts.org,https://nutritionfacts.org/video/preventing-alzheimers-disease-with-diet/,Reliable,-1,-1,40,-1,-1,20,1,-1,-1,1,16,4,-1,-1,1,6,39,12,3,-1,5,-1,89,24,-1,41,1,-1,-1,-1,16,3,-1,-1,-1,-1,2,8,11,9,13,1,2,-1,-1,-1,-1,-1,-1,-1
94,nutritionfacts.org,https://nutritionfacts.org/video/peanut-butter-smell-test-for-alzheimers/,Reliable,-1,-1,46,-1,-1,35,3,-1,-1,3,17,7,2,-1,7,6,74,-1,-1,-1,10,-1,164,32,-1,50,-1,-1,-1,-1,24,1,-1,-1,-1,-1,1,18,12,18,16,10,13,-1,-1,-1,-1,-1,-1,-1
95,nutritionfacts.org,https://nutritionfacts.org/questions/what-is-a-good-source-of-probiotics/,Reliable,-1,-1,15,1,1,9,3,-1,-1,1,2,1,-1,-1,1,1,18,-1,-1,-1,1,-1,29,14,-1,14,-1,-1,-1,-1,7,-1,-1,-1,2,-1,1,4,2,3,2,5,1,-1,-1,-1,-1,-1,-1,-1
96,nutritionfacts.org,https://nutritionfacts.org/video/Fermented-or-Unfermented-Soy-Foods-for-Prostate-Cancer-Prevention/,Reliable,-1,-1,26,3,3,27,2,-1,-1,-1,4,2,2,-1,3,7,26,2,4,-1,8,1,71,23,3,27,-1,-1,1,-1,9,-1,-1,1,-1,-1,1,11,6,4,4,6,7,-1,-1,-1,-1,-1,-1,-1
97,nutritionfacts.org,https://nutritionfacts.org/video/Is-Soy-Healthy-for-Breast-Cancer-Survivors/,Reliable,-1,-1,65,9,9,38,2,-1,-1,-1,16,3,1,-1,1,8,40,7,-1,-1,7,1,154,27,3,73,-1,-1,2,-1,32,1,-1,-1,-1,-1,2,21,10,11,13,16,12,-1,-1,-1,-1,-1,-1,-1
98,nutritionfacts.org,https://nutritionfacts.org/video/is-kimchi-good-for-you/,Reliable,-1,-1,16,-1,-1,13,-1,-1,-1,-1,2,1,-1,-1,1,-1,14,-1,-1,-1,3,-1,22,4,-1,11,-1,-1,2,-1,3,-1,-1,-1,-1,-1,4,8,1,5,1,1,2,-1,-1,-1,-1,-1,-1,-1
99,nutritionfacts.org,https://nutritionfacts.org/topics/apple-cider-vinegar/,Reliable,-1,-1,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,-1,2,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1
100,nutritionfacts.org,https://nutritionfacts.org/topics/coconuts/,Reliable,-1,-1,15,2,2,15,1,-1,-1,-1,1,-1,-1,-1,3,2,29,-1,1,-1,7,-1,63,7,2,21,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,6,3,2,7,6,1,-1,-1,1,-1,-1,-1,-1
101,nutritionfacts.org,https://nutritionfacts.org/2017/07/20/how-to-treat-the-root-cause-of-diabetes/,Reliable,-1,-1,43,5,5,43,5,-1,-1,1,7,1,-1,-1,4,4,68,1,-1,-1,9,-1,165,5,1,54,-1,-1,2,-1,29,-1,-1,1,-1,-1,1,23,11,19,21,16,14,-1,-1,-1,-1,-1,-1,-1
102,nutritionfacts.org,https://nutritionfacts.org/video/Where-Does-the-Arsenic-in-Rice-Mushrooms-and-Wine-Come-From/,Reliable,-1,-1,80,11,11,36,7,-1,-1,2,8,6,1,-1,7,9,27,3,3,-1,3,-1,137,38,-1,59,-1,-1,1,-1,32,2,-1,1,-1,-1,5,21,13,22,20,13,12,-1,-1,-1,-1,-1,-1,-1
103,nutritionfacts.org,https://nutritionfacts.org/video/How-to-Cook-Rice-to-Lower-Arsenic-Levels/,Reliable,-1,-1,66,12,12,43,5,-1,-1,-1,28,4,-1,-1,8,17,61,1,-1,-1,6,1,173,41,3,34,-1,-1,4,-1,37,2,-1,2,1,-1,6,38,10,32,11,4,27,-1,-1,-1,-1,-1,-1,-1
104,christianpost.com,https://www.christianpost.com/news/russia-facebook-and-us-why-we-are-so-vulnerable-to-fake-news-206043/,Reliable,-1,21,50,-1,-1,41,2,-1,-1,-1,14,4,-1,-1,6,2,47,2,4,-1,2,1,98,43,11,43,-1,-1,6,-1,33,-1,-1,-1,-1,-1,-1,28,12,12,9,13,4,-1,-1,-1,-1,-1,-1,11
105,christianpost.com,https://www.christianpost.com/news/judge-gives-fema-3-weeks-change-policy-banning-churches-receiving-disaster-relief-206253/,Reliable,-1,9,35,2,2,19,2,-1,-1,-1,10,1,-1,-1,7,7,39,1,-1,-1,4,-1,73,96,2,32,-1,-1,-1,-1,16,-1,-1,-1,3,-1,-1,14,14,13,6,10,8,-1,-1,-1,-1,-1,-1,9
106,christianpost.com,https://www.christianpost.com/news/islam-and-the-mistreatment-of-women-206039/,Reliable,-1,14,43,1,1,37,-1,-1,-1,-1,14,2,-1,-1,6,8,54,-1,-1,-1,1,-1,84,86,3,63,-1,-1,1,-1,16,1,-1,-1,-1,-1,-1,6,42,9,14,13,9,-1,-1,-1,-1,-1,-1,6
107,christianpost.com,https://www.christianpost.com/news/embracing-our-muslim-neighbors-204942/,Reliable,-1,7,56,7,7,49,-1,-1,-1,-1,16,-1,-1,-1,2,4,88,2,2,6,3,-1,94,88,20,82,-1,-1,4,-1,41,-1,-1,-1,-1,-1,2,28,18,16,8,23,11,-1,-1,-1,1,-1,-1,5
108,christianpost.com,https://www.christianpost.com/news/muslim-stalker-threatens-pakistani-christian-girl-acid-attack-not-marrying-him-205076/,Reliable,-1,8,32,1,1,28,2,-1,-1,-1,11,1,-1,-1,2,6,45,2,-1,-1,4,-1,106,60,3,34,-1,-1,4,-1,21,-1,1,2,1,-1,-1,14,41,16,12,5,6,-1,-1,-1,-1,-1,-1,8
109,christianpost.com,https://www.christianpost.com/news/is-usaid-defying-trumps-order-aid-christians-iraq-205449/,Reliable,-1,20,38,3,3,21,2,-1,-1,-1,13,-1,-1,-1,3,1,38,2,-1,-1,-1,-1,69,109,13,35,-1,-1,-1,-1,21,-1,-1,1,2,-1,-1,10,24,14,14,16,7,-1,-1,-1,-1,-1,-1,12
110,christianpost.com,https://www.christianpost.com/news/3-texas-churches-sue-fema-policy-banning-churches-from-receiving-hurricane-harvey-disaster-relief-198170/,Reliable,-1,10,48,2,2,21,4,-1,-1,1,10,-1,-1,-1,11,1,40,-1,1,-1,-1,-1,82,121,4,54,-1,-1,-1,-1,21,-1,-1,-1,2,-1,-1,17,23,15,5,9,6,-1,-1,-1,-1,-1,-1,6
111,christianpost.com,https://www.christianpost.com/news/churches-must-not-be-excluded-from-fema-relief-senators-declare-in-bill-tackling-discrimination-199883/,Reliable,-1,18,40,5,5,26,2,-1,-1,-1,6,1,-1,-1,6,2,43,1,1,-1,5,-1,74,101,5,60,-1,-1,-1,-1,19,1,-1,1,2,-1,1,19,21,12,17,16,5,-1,-1,-1,-1,-1,-1,10
112,christianpost.com,https://www.christianpost.com/news/catholics-jews-join-evangelicals-in-fight-against-fema-policy-banning-churches-from-disaster-relief-201614/,Reliable,-1,12,35,5,5,21,1,-1,-1,1,4,1,-1,-1,8,3,42,-1,1,-1,3,-1,81,95,4,45,-1,-1,-1,-1,19,-1,-1,1,1,-1,-1,11,19,15,9,13,6,-1,-1,-1,-1,-1,-1,10
113,christianpost.com,https://www.christianpost.com/news/russia-collusion-confusion-5-essential-unanswered-questions-205351/,Reliable,-1,11,19,3,3,20,2,-1,-1,-1,10,-1,-1,-1,3,9,44,1,-1,1,1,-1,105,110,8,28,-1,-1,1,-1,14,2,-1,-1,1,-1,-1,5,35,6,6,8,10,-1,-1,-1,-1,-1,-1,9
114,christianpost.com,https://www.christianpost.com/news/are-facebook-google-twitter-manipulating-public-opinion-191438/,Reliable,-1,23,50,2,2,32,3,-1,-1,1,18,3,-1,-1,5,5,54,2,-1,-1,1,-1,127,92,2,45,-1,-1,2,-1,21,1,1,1,2,-1,1,16,39,17,19,9,8,-1,-1,2,-1,-1,-1,19
115,christianpost.com,https://www.christianpost.com/news/google-responds-to-report-claiming-search-result-are-biased-against-conservative-sites-199616/,Reliable,-1,26,50,7,7,41,2,-1,-1,-1,14,1,-1,-1,5,5,80,3,-1,-1,7,-1,140,96,4,80,-1,-1,1,-1,32,1,-1,1,3,-1,-1,12,33,22,14,21,19,-1,-1,-1,-1,-1,-1,24
116,christianpost.com,https://www.christianpost.com/news/former-npr-ceo-spends-time-with-evangelicals-republicans-discovers-media-bias-203917/,Reliable,-1,25,41,-1,-1,16,3,-1,-1,-1,3,-1,-1,-1,6,2,38,-1,1,-1,2,-1,76,39,4,36,-1,-1,1,-1,18,-1,-1,1,-1,-1,2,6,19,16,9,3,7,-1,-1,-1,-1,-1,-1,13
117,christianpost.com,https://www.christianpost.com/news/islamists-murder-28-in-nigeria-including-christian-women-and-children-president-decries-madness-203410/,Reliable,-1,11,42,3,3,25,4,-1,-1,-1,11,1,-1,-1,-1,1,38,-1,-1,-1,3,-1,69,89,5,58,-1,-1,-1,-1,17,-1,1,-1,1,-1,-1,14,24,19,6,11,7,-1,-1,-1,-1,-1,-1,4
118,christianpost.com,https://www.christianpost.com/news/isis-slaughters-scores-civilians-including-children-revenge-killing-christian-town-204113/,Reliable,-1,12,43,1,1,25,1,-1,-1,1,10,-1,-1,1,3,4,30,1,2,-1,-1,-1,57,63,4,53,-1,-1,2,-1,19,-1,-1,-1,1,-1,-1,7,40,20,20,5,4,-1,-1,-1,-1,-1,-1,6
119,christianpost.com,https://www.christianpost.com/news/muslim-population-to-double-in-us-by-2030-report-projects-48696/,Reliable,-1,7,37,6,6,30,3,-1,-1,1,62,-1,-1,-1,3,7,38,3,2,-1,4,-1,83,85,22,26,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,7,19,6,9,17,5,-1,-1,-1,-1,-1,-1,3
120,consortiumnews.com,https://consortiumnews.com/2015/02/23/ready-for-nuclear-war-over-ukraine/,Reliable,2,-1,116,8,7,77,10,-1,-1,5,18,11,2,-1,38,12,220,2,3,-1,9,-1,303,257,28,115,-1,-1,4,-1,69,1,1,1,1,-1,2,40,55,53,34,34,23,-1,-1,-1,-1,-1,-1,-1
121,consortiumnews.com,https://consortiumnews.com/2017/09/19/trump-falls-in-line-with-interventionism/,Reliable,-1,-1,57,3,3,32,14,-1,-1,1,7,7,-1,1,11,14,124,-1,4,-1,12,1,162,180,7,70,-1,-1,1,-1,39,-1,-1,1,7,-1,1,18,45,38,14,13,13,-1,-1,1,-1,-1,-1,-1
122,consortiumnews.com,https://consortiumnews.com/2015/02/13/the-putin-did-it-conspiracy-theory/,Reliable,10,-1,79,5,5,74,8,-1,-1,2,24,8,-1,3,21,9,143,2,4,-1,8,-1,249,272,12,86,-1,-1,4,-1,68,1,-1,1,1,-1,1,33,77,32,20,30,34,-1,3,-1,-1,-1,-1,-1
123,consortiumnews.com,https://consortiumnews.com/2016/06/25/european-unions-imperial-overreach/,Reliable,-1,-1,51,1,1,46,4,-1,-1,-1,15,2,-1,1,13,11,124,8,1,-1,6,-1,143,139,5,82,-1,1,1,-1,41,3,-1,-1,-1,-1,1,17,33,14,14,19,12,1,-1,-1,-1,-1,-1,-1
124,consortiumnews.com,https://consortiumnews.com/2015/09/03/a-deflategate-slapdown-of-nfl-and-msm/,Reliable,2,-1,63,5,5,70,9,-1,-1,1,28,14,-1,-1,17,10,148,1,1,-1,5,-1,261,198,10,107,-1,-1,-1,-1,76,1,1,-1,1,-1,-1,29,78,38,29,19,8,-1,-1,1,-1,-1,-1,-1
125,consortiumnews.com,https://consortiumnews.com/2017/05/22/trump-panders-to-the-saudi-royals/,Reliable,-1,-1,57,2,2,53,5,-1,-1,1,5,3,-1,1,1,15,117,3,-1,-1,4,-1,182,78,11,79,-1,-1,2,-1,51,1,-1,4,-1,-1,1,23,22,30,14,22,22,1,-1,-1,-1,-1,-1,-1
126,consortiumnews.com,https://consortiumnews.com/2017/08/25/the-possible-education-of-donald-trump/,Reliable,-1,-1,102,5,4,71,1,-1,-1,2,18,7,-1,3,30,33,220,2,2,-1,17,-1,283,294,14,125,-1,-1,4,-1,79,2,-1,4,3,-1,-1,39,78,63,20,22,31,-1,-1,-1,-1,-1,-1,-1
127,consortiumnews.com,https://consortiumnews.com/2016/06/25/intel-vets-call-dissent-memo-on-syria-reckless/,Reliable,-1,-1,117,24,24,81,13,-1,-1,6,24,7,-1,-1,20,13,160,7,3,-1,10,-1,277,413,12,103,-1,-1,3,-1,59,1,2,2,2,-1,1,34,60,26,31,27,29,-1,-1,1,-1,-1,-1,-1
128,consortiumnews.com,https://consortiumnews.com/2015/02/13/a-vague-war-declaration-on-isis/,Reliable,-1,-1,38,2,2,36,1,-1,-1,3,11,2,-1,1,9,7,77,2,3,-1,7,-1,145,57,1,59,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,1,17,17,34,21,12,12,3,-1,-1,-1,1,-1,-1
129,consortiumnews.com,https://consortiumnews.com/2016/04/11/yats-is-no-longer-the-guy/,Reliable,8,-1,101,1,1,87,7,-1,-1,2,39,3,-1,2,24,24,202,5,3,-1,9,-1,300,281,13,122,-1,-1,3,-1,72,2,-1,3,1,-1,4,35,108,53,42,24,11,-1,-1,1,-1,-1,-1,-1
130,consortiumnews.com,https://consortiumnews.com/2016/04/11/behind-ukraines-leadership-shake-up/,Reliable,-1,-1,35,1,1,34,1,1,-1,1,14,6,-1,-1,9,15,83,1,3,-1,8,-1,123,121,4,50,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,13,19,27,9,13,8,-1,-1,-1,-1,-1,-1,-1
131,consortiumnews.com,https://consortiumnews.com/2015/02/10/realists-warn-against-ukraine-escalation/,Reliable,4,-1,103,3,3,81,10,-1,-1,5,18,10,-1,1,30,27,200,7,2,-1,24,-1,305,271,13,127,-1,-1,3,-1,104,1,-1,2,2,-1,3,73,41,79,15,43,43,1,-1,-1,-1,-1,-1,-1
132,consortiumnews.com,https://consortiumnews.com/2015/02/13/pressuring-obama-toward-more-war/,Reliable,-1,-1,71,7,7,35,4,-1,-1,2,7,4,-1,1,8,10,114,2,1,-1,4,-1,146,152,7,59,-1,-1,-1,-1,43,2,-1,1,-1,-1,2,33,20,33,8,18,15,-1,-1,-1,-1,-1,-1,-1
133,consortiumnews.com,https://consortiumnews.com/2016/04/26/from-brady-to-mh-17-power-defines-reality/,Reliable,2,-1,67,8,8,46,2,-1,-1,2,23,8,1,-1,22,22,123,4,1,-1,8,-1,223,181,8,88,-1,-1,3,-1,49,-1,-1,1,-1,-1,-1,21,63,43,28,10,20,1,1,-1,-1,-1,-1,-1
134,consortiumnews.com,https://consortiumnews.com/2016/05/25/nfls-war-against-science-and-reason/,Reliable,4,-1,103,11,11,78,13,-1,-1,-1,34,8,-1,1,23,17,166,4,2,-1,19,-1,386,250,15,152,-1,-1,1,-1,85,3,-1,5,3,-1,-1,38,115,69,42,23,20,-1,-1,-1,1,1,-1,-1
135,consortiumnews.com,https://consortiumnews.com/2017/08/18/russia-gates-evidentiary-void/,Reliable,-1,-1,62,6,6,41,8,-1,-1,1,23,11,-1,-1,20,19,135,2,3,-1,8,-1,225,186,7,65,-1,-1,4,-1,58,-1,-1,-1,1,-1,-1,14,58,34,27,10,19,1,-1,2,-1,-1,-1,-1
136,consortiumnews.com,https://consortiumnews.com/2017/08/10/new-cracks-in-russia-gate-foundation/,Reliable,-1,-1,219,11,11,217,24,2,-1,3,102,28,1,-1,27,48,322,3,3,2,29,-1,610,348,16,267,-1,-1,17,-1,182,4,-1,2,3,-1,-1,75,162,78,114,52,43,1,-1,2,2,-1,-1,-1
137,consortiumnews.com,https://consortiumnews.com/2017/07/28/the-dawn-of-an-orwellian-future/,Reliable,-1,-1,60,1,1,38,2,-1,-1,-1,12,3,-1,-1,22,13,142,2,2,-1,5,-1,234,153,1,95,-1,-1,-1,-1,43,-1,-1,1,-1,-1,-1,21,33,38,23,22,19,-1,-1,-1,-1,-1,-1,-1
138,consortiumnews.com,https://consortiumnews.com/2015/05/02/climbing-into-bed-with-al-qaeda/,Reliable,2,-1,127,7,7,99,5,-1,-1,6,25,4,1,1,35,20,205,7,4,-1,21,-1,293,381,24,122,-1,-1,1,-1,93,1,-1,3,2,-1,1,45,81,65,26,34,23,-1,-1,-1,-1,-1,-1,-1
139,consortiumnews.com,https://consortiumnews.com/2017/08/19/steve-bannons-apocalyptic-unravelling-2/,Reliable,14,-1,159,22,22,118,41,-1,-1,2,59,13,-1,3,12,19,193,9,3,-1,7,1,360,197,10,140,-1,-1,8,-1,88,2,-1,3,6,-1,2,71,46,50,38,55,53,2,-1,-1,-1,-1,-1,-1
140,consortiumnews.com,https://consortiumnews.com/2017/08/10/hurtling-toward-fire-and-fury/,Reliable,-1,-1,75,5,5,74,2,-1,-1,1,9,4,1,1,11,10,130,1,1,-1,21,-1,146,184,7,60,-1,-1,8,-1,63,1,-1,3,1,-1,2,37,33,35,10,30,26,-1,-1,-1,-1,-1,-1,-1
141,consortiumnews.com,https://consortiumnews.com/2013/10/26/a-threat-to-nuke-tehran/,Reliable,4,-1,71,4,4,61,6,-1,-1,1,20,7,-1,-1,11,17,159,1,3,-1,21,-1,196,196,23,75,-1,-1,2,-1,56,-1,-1,1,2,-1,-1,47,50,37,17,22,17,1,-1,-1,-1,-1,-1,-1
142,consortiumnews.com,https://consortiumnews.com/2017/10/06/president-zigzag/,Reliable,-1,-1,40,1,1,40,2,-1,-1,-1,10,6,-1,-1,11,16,82,-1,1,-1,4,-1,137,138,3,68,-1,-1,1,-1,29,-1,-1,-1,-1,-1,2,17,40,37,10,14,17,-1,-1,-1,-1,-1,-1,-1
143,consortiumnews.com,https://consortiumnews.com/2015/09/03/dangerous-redefinition-of-terrorism/,Reliable,2,-1,55,2,2,43,1,-1,-1,-1,21,1,-1,-1,8,10,86,-1,1,-1,1,-1,138,148,5,99,-1,-1,-1,-1,30,1,-1,1,1,-1,-1,9,48,31,10,12,8,-1,-1,-1,-1,-1,-1,-1
144,consortiumnews.com,https://consortiumnews.com/2014/07/27/blaming-russia-as-flat-fact/,Reliable,2,-1,74,9,9,74,6,-1,-1,3,24,8,1,-1,26,24,195,3,4,-1,14,-1,304,252,11,136,-1,-1,2,-1,79,-1,1,1,1,-1,1,43,71,52,20,30,23,-1,-1,-1,-1,-1,-1,-1
145,consortiumnews.com,https://consortiumnews.com/2017/07/12/seeing-the-substance-in-trump-putin-meeting/,Reliable,-1,-1,61,1,1,53,2,-1,1,-1,14,12,-1,1,20,11,136,4,3,-1,14,-1,204,179,11,84,-1,-1,1,-1,60,1,-1,-1,2,-1,1,26,49,34,18,24,16,-1,-1,1,1,-1,-1,-1
146,christianpost.com,https://www.christianpost.com/news/carl-lentz-and-abortion-dont-throw-him-under-the-bus-206055/,Reliable,-1,17,68,9,9,54,5,-1,-1,-1,10,4,-1,-1,5,3,50,1,2,-1,10,-1,130,93,2,24,-1,-1,6,-1,55,-1,-1,2,-1,-1,4,62,32,15,12,19,12,-1,-1,-1,-1,-1,-1,16
147,consortiumnews.com,http://www.consortiumnews.com/2005/042805.html,Reliable,-1,-1,125,10,10,120,15,1,-1,6,35,13,1,2,43,28,281,6,2,-1,13,-1,386,283,21,262,-1,-1,-1,2,120,-1,-1,2,2,-1,2,47,133,65,39,37,22,-1,1,1,-1,-1,-1,-1
148,consortiumnews.com,http://www.consortiumnews.com/1999/c031199a.html,Reliable,52,94,319,19,19,248,31,-1,-1,3,171,22,-1,3,58,40,366,7,10,1,25,2,649,552,24,295,-1,-1,3,-1,159,5,-1,5,-1,-1,8,76,224,93,58,33,20,-1,-1,-1,-1,-1,-1,70
149,consortiumnews.com,http://www.consortiumnews.com/2010/100910a.html,Reliable,-1,12,60,7,7,46,5,-1,-1,1,22,4,-1,2,16,7,128,-1,-1,-1,3,-1,166,180,19,71,-1,-1,4,-1,28,-1,-1,-1,-1,-1,1,22,57,23,8,14,7,-1,-1,-1,-1,-1,-1,11
150,consortiumnews.com,http://www.consortiumnews.com/2010/032810e.html,Reliable,-1,-1,38,1,1,46,6,-1,-1,-1,8,4,-1,-1,2,7,54,1,1,-1,10,-1,136,80,1,55,-1,-1,2,-1,36,-1,1,-1,1,-1,-1,24,23,13,14,11,5,-1,-1,-1,-1,-1,-1,-1
151,consortiumnews.com,http://www.consortiumnews.com/2009/102409b.html,Reliable,6,-1,126,10,10,174,7,-1,-1,2,39,15,3,-1,27,17,242,6,2,-1,26,4,418,216,10,167,-1,-1,30,-1,175,1,-1,3,-1,-1,2,90,109,57,73,45,15,-1,1,3,-1,-1,-1,-1
152,consortiumnews.com,http://www.consortiumnews.com/2011/021111.html,Reliable,7,8,97,3,3,71,10,1,-1,3,26,1,-1,-1,25,17,146,2,1,-1,13,-1,214,211,5,106,-1,-1,5,-1,65,-1,-1,3,-1,-1,2,35,68,47,21,15,12,-1,-1,-1,-1,-1,-1,4
153,consortiumnews.com,http://www.consortiumnews.com/2011/020911a.html,Reliable,2,-1,90,3,3,100,2,-1,-1,1,13,10,-1,1,16,20,123,7,1,-1,74,-1,251,51,3,155,-1,-1,13,-1,92,2,2,1,-1,-1,2,87,31,39,37,38,18,-1,1,1,1,1,-1,-1
154,consortiumnews.com,https://www.consortiumnews.com/archive/moon.html,Reliable,2,3,60,8,8,50,23,-1,-1,6,48,-1,-1,-1,29,11,109,-1,2,1,5,-1,161,350,27,71,-1,-1,2,-1,18,-1,-1,-1,6,-1,-1,15,26,28,11,13,22,-1,-1,-1,-1,-1,-1,3
155,consortiumnews.com,http://www.consortiumnews.com/2007/051607.html,Reliable,44,37,196,11,11,153,14,1,-1,8,110,8,-1,-1,57,21,219,3,4,-1,5,-1,425,628,45,168,-1,1,4,-1,83,1,-1,1,1,1,4,46,157,62,42,18,17,-1,-1,-1,-1,-1,-1,18
156,consortiumnews.com,http://www.consortiumnews.com/archive/moon6.html,Reliable,-1,5,28,3,3,24,5,-1,-1,1,5,2,-1,-1,19,7,54,-1,-1,-1,-1,-1,75,107,15,56,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,6,18,17,10,5,10,-1,-1,-1,-1,-1,-1,5
